47,72,80,7,43,39,4,63,18,140,119,66,17,274,143,170,100,122,3,73,29,13,38,76,282,54,64,50,255,105,191,70,204,79,84,96,257,19,68,48,111,26,86,2,1,137,22,87,85,30,131,189,41,74,6,216,83,259,15,198,210,8,165,178,58,49,11,61,125,171,55,53,224,108,16,172,35,46,118,99,186,293,23,220,57,177,28,209,188,75,90,31,266,45,235,42,59,166,33,223,110,128,151,315,139,271,27,174,304,289,152,157,40,12,114,250,201,306,167,221,101,249,5,36,239,14,78,71,62,21,290,10,141,37,95,161,65,91,219,69,296,94,225,115,173,269,295,212,182,291,109,32,180,273,52,190,240,232,24,124,132,285,104,262,243,176,185,138,56,294,168,51,44,179,305,9,286,142,227,92,82,163,208,256,199,298,34,215,258,134,251,98,133,149,127,206,213,97,279,135,158,81,126,278,195,197,222,144,211,162,264,184,25,218,246,233,202,241,268,196,310,267,145,297,175,245,160,307,103,308,281,129,312,260,88,107,276,226,183,113,156,254,283,192,106,60,236,288,280,121,303,164,181,275,217,89,244,67,252,265,20,0,277,102,263,155,242,194,247,320,146,229,231,292,116,287,130,228,238,77,301,148,302,316,169,200,150,205,117,153,159,203,248,207,120,319,112,93,313,237,272,317,261,270,234,193,154,253,187,214,230,299,147,284,300,318,314,136,123,309,311
απίκρατος,περμάχου,μαργαρίτη,έψαλε,μεσούντος,πετεινός,ποιούσα,επλήρωνεν,παίζουν,μπουκώσης,πλαγιάση,υπόσαθρον,τζώνης,πενιχρού,μαννού,αναθρέψει,οξύς,σπουδαστής,πίτς,χήραν,τηνε,λεπτών,οπτασία,δεκαέξ,πτωχαί,ανακούφισιν,πεντακοσίας,εκινδύνευε,αγκώνα,χαμόγειον,περισσότερο,καλαμιά,έστρεψεν,θαλασσίου,στεναγμός,διανυκτερεύση,βλέποντος,ρήνη,αζαρίας,πεντακόσια,γονυκλισίας,σαβουρόκοφα,χαίρεστε,σταυρών,βόσκων,ξέρης,ασθμαίνουσα,λάμπρο,μειδιών,ίλεως,ανετινάχθη,ανεβάλλετο,θεολόγου,φύλαξ,πολύχρονος,επάνοδον,ακουμβών,εφυλάχθη,εχαμήλωνεν,γονιοί,άνεμον,δωροδοκία,έκρινεν,εταπείνωσε,μονυδρίου,κλιτύων,άφαντον,ηρέσκετο,ρούμι,ορφανή,χαράξει,ηργοπόρει,δρομίσκου,ομάδας,αλέξη,ορφανών,σφοδρός,καμαρωμένη,παίδων,δεκαοχτώ,κατήγετο,κόκκινον,ελούετο,πόντου,νικόδημε,κοιτάζων,νύχια,προτού,έγραφεν,φρόνιμη,κρύπτην,κτήνη,καλέσας,έπαιζον,σκληράν,παραμονής,θορύβους,τέσσερες,μπαστούνι,συμφέρον,μαγείρισσα,έφυγες,απλοϊκή,υποστή,φτάση,ατυχή,βίλελμ,μυγδαλιώ,τελευταίους,αγίας,πατώματος,όρεξη,απόλυσιν,επανέλθη,αγαπήση,εικασίας,εφένδη,υπουργείον,έτσ,επίστομα,χηρείας,πορθμέα,κυνηγώ,κοινοβίου,χθαμαλόν,αναστασιά,πτυχήν,καπηλειό,αποθήκην,ιωακείμ,καλογήρου,καλορρίζικα,ανάψει,αγίασμα,νιόγαμβρος,γυιού,αλαφίνα,εκάλυπτε,έλαμπαν,καΐκια,παρεχώρει,μπαρούμα,συνοδεύσει,αρραβώνας,επέζησεν,καταγής,επιστολήν,βαθμού,φιλανθρωπίας,εσκληρύνοντο,δημοτικού,δισάκκιον,πράτιγο,γλάρου,ανθρωπίνην,θέλησα,μάχαιρα,χωροφύλακος,διπλοκαημός,καθεμιά,πρεσβυτέραν,κολυμβούν,επιτρόπων,κομματαρχών,ένοχος,εγνώρισε,συμπέθερος,νεάνιδες,ελαύνη,ηλιοκαές,ξενιτευθή,κατεδίωκον,μιλίων,ησυχάση,διδασκαλίας,πιτσινή,έδραξεν,θριαμβευτικώς,αενάως,σοφράν,κρυπτόμενος,ερωτάς,εκλέξη,ποτάμιον,τρέχω,κλέφτου,βόσκουν,πληροφορηθή,αλαφροΐσκιωτη,εβάδιζον,καφετζήν,λύπης,έγγονόν,αποθήκη,αργεί,τολμηρόν,μεταχειρισθή,πικρίαν,χρώτα,τορβάν,αισίως,στίλβοντα,περιείχε,οναρίου,νεότητος,βήχα,πλήρωμα,απόδειξιν,πετρώδη,γναίκα,ειλικρινής,κουμπάρους,μαμούς,ρητώς,υψηλούς,επιστόλιον,υγειονόμον,αίτιος,χόρτου,διάλογον,δημοσίου,όγκον,ονομαστί,τυρόπιτταν,αφορμή,τρέμων,αυγήν,γεροντιάδην,καραβάκια,παρόντος,φράξη,πατώματα,κοινωνίαν,γεμάτην,κάλπης,συναδέλφων,θέσεως,πράγματος,εκατό,ήρπαζε,εδούλευε,θεωρών,εορτάσιμα,γληγορώτερο,δίπυρα,αντιπάλων,υπώπτευεν,απλούν,ονάριόν,σοβαρώς,έαρος,μεθύσι,εκάπνιζεν,ασπλάγχνως,δάσκαλον,έστεκε,ύφασμα,ανεμόμυλον,σανίς,τάφου,ελέησόν,καψιμαΐδης,μώρος,μεταξωτά,πόντος,παρεστώτων,ελλάδι,γήρατός,απόλαυσιν,νουθεσίαν,λουτρόν,κεράσια,δύναμίν,σύστημα,νιόνυφη,καμιζόλαν,θαμώνες,πνοής,φαιδράν,σκότους,βασίλην,σαλονίκην,μάγουλα,γύναια,προγονήν,λέγανε,αστέρας,δωρεάν,φιλοστοργία,πίσου,πιάστε,απλήν,όμοιος,κύριός,μαγγανόπουλος,γριές,οδηγή,πλησιάζη,άκακον,ανδρογύνων,αντιπέραν,αστακούς,διαδήλωσις,πορείας,αίματος,συνέβησαν,ποδιά,έφεγγε,ντέρτι,σωστόν,μυρίας,ναώ,δραγάτης,επιτροπήν,αράπη,αξίαν,ζών,μπόζα,πεντηκοντούτης,κοιμώμενον,πελάτας
ζάβαλος,φαλκίτσα,αργυρού,ιησού,νοεμβρίου,ενδεκάτη,εχασμήθη,κόπος,φρόνιμα,μπρίκος,νιάτα,λέμβος,θανασός,προέκυψε,δημητρούλα,νεωτέρα,ψίθυρος,θαλασσινός,νικολός,πτωχήν,φυλάη,τέταρτον,οπτασίαν,δεκατεσσάρων,θέλουσαι,μεγαλυτέραν,κεφάλαιον,έπλεαν,χείρά,σταυροδρόμι,ρθω,στάμνα,έστρεφε,όχθου,καπνού,εκίνησε,καλυπτόμενος,πράπω,διανέλος,διακόσια,ασπασθή,λοστρόμος,εβίβα,ιεραρχών,αίγας,λέη,ανέλθη,χρυσάφους,απορίας,πίστει,εξαφνίσθη,λογαριασμός,χαραλάμπους,επιστάτου,λάμπρον,επαναλάβη,θριγκού,εδυσκολεύετο,δύσει,έτοιμο,ακρωτήριον,φρονώ,ελπίς,διεκόπη,βαθμίδων,κλώνων,άφαντη,ευχαριστήθη,κεράση,θυγάτηρ,επεκαλέσθη,συνάμα,αριστερόθεν,ικανοί,ταξιδεύση,προστάτης,απόγειον,στολισμένη,φαιδράς,χρονών,ελλάδος,μανδήλιον,αντικρύση,έπληττε,φύγης,δισταγμού,μουστάκια,νίκον,επέζησε,αργυρώ,όραμα,σωτήρ,λογιστήριον,πλουσία,μαυρομαντλού,εορτής,ατάκτους,οχτώ,σπαθί,φύσει,σπάνια,χαιρετίσματα,υπέφερεν,τάξις,σάββατο,αγνοή,βούντ,καραβά,πρώτους,ευαγγέλιον,πλάτους,ευκή,αναστάσεως,γύφταρος,γράψη,απηλλάσσετο,λόγους,εκλογαί,κάτου,αρπάγην,δεσμά,προλάβη,ψαράκια,ευαγγελισμού,μεσημβρινήν,αναστασία,λαιμού,πιώ,εστία,εξεπλάγη,υποκαμίσου,ψυχικό,ήναπτε,καθαρόν,καλούμπας,ρόκα,ζαχαρού,πλαταγισμού,λάμψιν,σκάφη,καλυτέρα,άγκυραν,επρόσφερεν,αρχοντώ,έζησεν,αποφασιστικώς,επιστολής,κοσμογυρισμένος,παιδικής,έβοσκον,μαθηταί,εκόλλησαν,νύφης,ρίζας,ονείρου,σκάνδαλα,συνειδήσεως,παροιμίας,φορεί,κάμαρα,γρηγόρης,έβγαιναν,διήλθεν,μετεμελήθη,εισέτι,αναγνωρίσασα,ανδραδέλφην,βαπτιστικών,ζυγού,ξανθήν,σταθαρός,κοτέρου,μεγάλων,χωρίση,εντόπιοι,κόττα,έδραξε,κρεμέζος,πέπλον,πιάσω,πλαγίως,γυρίσουμε,φιλοδοξίαν,ζωοδόχου,πέσης,αγάδων,εξυπνά,αρραβωνιαστικήν,συλλογισμένη,πόρρω,παύλον,μανίας,αρραβωνιαστικόν,φτωχοκόριτσα,αμαρτία,εντούτοις,διαφοράν,πάλην,αδρούς,καλάθιόν,ανέλθει,αμυδρόν,σύνεργα,οπής,ζώσα,περίτρομος,ναύτην,βουλευτήν,πηγή,μί,ελληνιστί,χαρίσει,λεχούνι,μητρυιάν,κρημνούς,μοχλόν,παρεπιδημών,ποδός,γιγαντιαίων,εύθυμον,τσαρουχίων,κλώνια,εφώναξα,εκέρδιζεν,συλλογισμένος,εγγύτερον,καθημερινάς,πιστών,σκούνες,σύμβουλος,θηλειάν,χρησιμεύουσαν,αναγνώστην,εφορτώθη,εγνώσθη,γέροντες,διδασκάλου,εγίνωσκε,παίρνει,αρχηγού,γίνωνται,λιβάδι,λάβωσι,ξαλαφρώση,αιωνίως,κομμάτων,ουρανιώ,μετοχίου,ασθενούς,ομιλών,απετελείτο,ψευτογιατρικά,ηδονικώς,εδάγκανε,έγκλημα,τρέξω,βαρέως,οδηγήσει,κεφαλών,αορίστως,λάζαρον,αβαρίδης,στρωμνής,φιάλας,βρύα,σκαρί,στέφανος,απήλαυε,ασπασμούς,γήρατος,κλήτορα,φοβεράς,κλάδον,τρέφων,νοικάρισσα,αγκώνος,χωρικού,υποκάτωθεν,έμψυχον,πτερύγων,αξία,ανοίξεως,οκτώβριον,παιδιάς,βαπτίσει,κοτζάμ,ζητήσω,γράψει,άχαρη,περιμένουν,ηύραμε,καλέση,κάμπη,έσπευδε,μηναίον,προλήψεις,ετοιμαζόμενος,επαφής,κατηράτο,οθόνας,κοχύλι,εκπέσει,προκυμαίας,χωράφιον,μέλλουσαν,συζύγων,στρεφόμενος,ύψη,λεγα,λάβουν,σχήματα,εκφόρτωσιν,βλέπης,μέθην,γογγυσμούς,επισκέπτην,ρώμην,πειρασμός,περίφημος,ηθικήν,εχόρταινε
στέργιον,γερακίνα,ζαχαρίας,ψάλλη,ενάτην,εσπέρα,χειρονομίαν,αρχόντισσα,κάνουν,κούτρης,φίλην,ανήλθεν,τρυποκαρύδι,κλειστή,βρέθηκα,υπανδρεύση,πτώσεώς,τοπτσής,γαλοντζίτσας,αδελφήν,άμποτε,αγρόν,οπτασίας,σαρανταπέντε,νεαραί,επιθυμίαν,τόκον,ρηχά,αριστερού,νεόκτιστον,λίγα,πετμέζι,εκοίταζεν,θάμνου,χάσκον,αναζήτησιν,κορυφών,μπήλιω,νικόλας,απείχεν,υπόλοιπον,σταύρος,γειά,ωρών,αμνάδας,βρίσκεται,νυκτώσει,βάζω,καλησπέρα,προκομμένη,χορτάσει,ηθέλησεν,γεωργίου,υγειονομείον,βατούλαν,εγόγγυζε,χάσμα,ευχής,αμφιλύκη,βλέπουμε,καλαμάκι,μικρότερον,αρχίση,μηχανικώς,θυσιαστήριον,κελλία,γίνει,γιαννάκον,ζάχαριν,εγέννα,εικονοστάσιον,απολαύση,καμπήν,καθήμενοι,παποράκι,αδελφών,εδυνάμωνε,τέμπλα,αγρίας,τουλούμια,διατρίψει,μύστακα,ακτίνα,έπληττον,έπαθες,αναγνωρίσας,φούντα,ρητά,θανάσην,εζούσε,ανεκάλυψε,πτωχούς,μαυροπίνακος,πεζοδρομίου,κόπους,παραμονήν,πλήθους,παραπάν,ντάμα,έργον,σχολήν,δεσποινού,χριστίνα,έστω,κινήση,ευρεθή,βαρδιάνος,καταράται,γενεάς,γεννήσεως,κολλητά,μονάχα,λειτουργηθούν,πέτρος,έστελνε,πολυμνίας,πλούσιος,επιχείρησιν,πάλε,εξακολουθών,τόσον,αγρίμην,άμμο,μονής,ανωφερή,άννα,ώθησε,κατεβώ,αμνάδα,ασφάλειαν,παχύν,μβής,ψήση,γεμάτο,πλεύση,εφοβέριζε,εξυπνήσει,σανίδος,ηπλούτο,επλησίαζαν,ανησυχή,φελούκας,ευτυχή,προίκά,υπηρέτει,πλησιέστερα,καμπόσον,παρεκάλεσεν,θαύμα,μεγάλαι,μαγκών,άμφια,αφήνεις,πελώριος,φεύγουσαν,δώσε,κοιτίδα,προτάσεις,δός,μετάνοια,μήνυμα,νήσους,κηδείαν,ερμηνείαν,ήσυχος,αργυράκης,λεμονού,επανήρχοντο,βαρκούλαν,καστανήν,γιαλής,λάζαρος,πηλίου,εγλύτωνε,προωρισμένα,γάττα,έθεσε,δεκανεύς,κράτος,μόλα,έλαμψεν,ξέρουμε,φροντίδας,σύνδενδρον,τρώμε,εκστρατεία,γή,είχέ,πάσχουσα,πλατάνου,καλησπέραν,αίσθημα,αγγελικούλα,γύφτοι,γεννήση,γιαννάκης,εκδούλευσιν,ερωτικόν,χιτώνα,κάπαν,γιαλόν,χαμηλού,σφαχτά,διδασκαλικής,συντροφία,βραχνήν,ανέλθωσιν,σκολειό,δασκαλειό,πάρουμε,παρών,στοργήν,κεχριάς,υπακοήν,μονοπάτια,σύντροφόν,λιμενάρχης,σχέδιόν,εξηπλούτο,αναπνοήν,άγγουρον,όνυχας,παραδόξου,ποτόν,μαυρονούρης,ανεσήκωσε,εξέρχωνται,ιατρούς,αλλάξει,εκλογήν,ακατανόητον,ασπρόνησον,εμπιστοσύνης,βράση,αποτέλεσμα,θαλασσινών,μαγαζείων,ανήκουστον,κοντεύει,σκληρά,χρειάζονται,πιασθή,πατέρων,καταλαβαίνω,παγωμένον,παίδας,σκηνήν,κτήμά,ορθία,ψηφοφορίας,μόνα,αγκαλά,ναργιλέν,χειρίδας,μιμηθή,πόρτας,αδυναμίας,δείξει,καλαμώνας,νεκρόν,προσφιλής,γεροντιάδης,παράθυρά,βλατούδες,έφευγον,καπετάνιος,φαινόμενα,γεγονός,κενάς,πενθερός,έλθω,παρθενικήν,χόρτον,ανήκον,δευτερότοκος,επανωφόρι,περιβολίου,παιδική,ανεψιάς,στρουθίων,παρηγορίας,θλιβερά,γυμνασίου,νόμους,εικοσαέτης,κόψουμε,κατεβαίνει,δημόσιον,νεογνόν,πλατάνα,βρόντο,παραλάβη,θωπείας,ελησμόνησε,σφιχτά,διορίση,νυκτερινόν,ψυχών,ένοχον,κεντητάς,θαλάσσιον,αποπείρας,οδούς,άθω,περιστάσεις,νεωτέρας,κρεβάτι,ερειπίου,αλεύρι,παρακαλέση,κρωγμούς,εφημερίδες,μπογιά,προϋπάντησιν,κούνιαν,κλητήρ,πείρας,ακροατών,τεσσαρακοντούτης,εργασία,ενθυμήται
απίκρατον,παντελού,αργυρός,ανέστη,εορταί,τετάρτη,μαρίνα,εκατάφερε,μοναχά,ψητόν,επιτρόπου,σκάφην,μπαμπλένως,κοιτάζουσα,σαι,υπανδρεύσει,τραχεία,πορθμεύς,αντώνης,μητέρα,φυλάξη,άμπελον,ξυπνητά,εικοσιπέντε,ευλαβείς,χαράν,μισθόν,βυθισθή,φανόν,εκατοίκει,βόλο,πέσω,έστρεψε,ισταμένην,γονάτων,ναύλον,σχηματίζεται,κώσταινα,γαρόφαλος,απείχον,εξεκίνησεν,άρρωστος,χρονιά,κατάμερον,αίγάς,άρρωστο,κατήλθε,εφώνησεν,γελών,ζωή,εξύπνησεν,απουσίας,παρεκκλήσιον,μισθού,αγγελής,βραδιές,λίθος,λαβούσα,ανατείλη,φύγουμε,κόλπου,καλόν,εγκαίρως,εδάγκασε,πεζούλας,ράχεις,εγίνετο,οδηγίας,κάρβουνα,θυγάτριον,εκόλλησεν,ετοίμη,γωνίας,ξυπόλυτα,ηλία,δελχαρώς,κοπάσει,κοκκώνα,κραυγαί,ήμουν,αίγυπτον,ζωνάρι,δύσεως,αφρόν,γαβριήλ,περίεργος,σχίση,πολιτικήν,ζητήσει,ανδρόγυνα,διήγησις,στίχον,ενώπιόν,δρομίσκους,τύχης,βασιλείου,πατήματα,εφτά,κούπα,αληθές,ηύξησε,μάννας,καλόγρια,κοινήν,λαμπρή,λαμβάνη,σπόρκα,τρίβων,αγώνος,αναστασίας,οροφής,νού,ακολουθίαν,απομακρυνθή,δικοί,πνεύμά,κατής,προϊόντα,ρίχνει,θαλασσίαν,κούτσουρα,πηδήση,καμάρα,μετόχιον,φράκτην,εφρόνουν,φέρον,μπόι,παραπλεύρως,λύσιν,σαρίκι,διαβάζη,αναμμένον,έπινον,μπαμπούκος,κατερίνα,πεπερού,ερρίφθη,πούλιαν,πλοία,τέχνας,φελούκα,αφήσασα,υπανδρεύετο,γονέων,ήλλαξε,σουλεϊμάνης,γνωσθή,ανθρώπου,περιέλθει,μικροί,φανάρια,ψές,εξετείνετο,πλήρες,κουμπάρο,φρικώδη,διαμαρτυρίας,ελόγου,άξια,σκέψιν,εμάλωναν,δείπνου,επιβάλη,πάθημα,ανεγνώρισε,διαζύγιον,άγνωστα,πρύμνην,γένειον,αμερικήν,αίγά,αντικρινήν,αμφιβολία,πολιτικών,ψί,σιδηρούν,αλλοί,άγριος,πλώρη,επιτηδείως,εμορμύρισεν,μβασίδια,πηγής,ακούσαμε,χειρότερον,αρνάκια,συμβουλήν,υπεδέχθη,μελαγχολικόν,τάφος,ηπείλει,βλαχοπούλα,αποθήκης,χαραλαμπάκης,κυβέρνησις,ενδομύχως,άφατον,οσφύος,κώπην,δρύς,στίλβον,κρέατα,στήριγμα,σκέψις,οξείαν,παρήγγειλεν,ταπόι,κάστρου,σωστό,γνωστός,αναδεξίμια,μύλους,εγλύτωνεν,πυκνούς,λυκάνθρωπος,έπεισε,κρύος,ακτή,περιέργειαν,εκδουλεύσεις,ενδυμάτων,σταματήσει,κακόμης,γαρουφαλιάς,γυμνόπους,μοναξίαν,επαρχίαν,έπαιζαν,ναυτικού,μούρτος,στέγη,ξεύρη,γεμίσει,επαρουσιάζετο,ναύται,κείμενον,δυσκόλως,είχαμε,προβατίνα,αρμόδιοι,προφύλαξιν,αποστόλων,πιής,ελαίας,φυσέκια,κατακλιθή,προσκυνητών,κρανίον,γόνατά,κόπων,γυναικείον,γενναίον,αφήρεσε,παρεκάλει,παγκάρι,δυναμένη,ωδήγει,πύλη,κανδήλαν,εμπιστευθή,αλικιάδης,λίκνου,εκολλούσαν,υγρά,ήκουαν,αγνοώ,άρρεν,πόθον,θυμόν,κατεβή,θαλασσία,δεμένην,παρρήσης,γεροντοκόρη,σινδόνα,εχρησίμευεν,ρίζα,εκάλεσεν,όνου,σημαίνει,ηρακλής,στοργής,λέξεων,επέζη,κομιτάτα,δυνατός,κληρονομίαν,υποφέρη,έστειλες,γέρο,συμβίας,μεγαλοπρεπώς,πεισθή,κανάτι,μετρήση,βαίνων,νοερώς,ισοβίως,όψεις,φθάσουν,δικαιώματα,αποβάθρας,περίβολος,οργήν,απήλθον,σκέπη,κανόνι,φραγκούλη,τόλμη,μονοσυλλάβων,εποχή,δυνάμενος,λοιπούς,διακοπή,κακίαν,σύμφωνα,απλότητα,μαχμουρλίκι,βαρβάρων,υπαλλήλους
κουσερής,αχτίτσα,μανάφτης,ελέησον,κυριακής,όρθρου,ευφροσύνη,προσπαθή,όλες,γιάννης,λέγουσα,γάντζον,λιμπέριου,αθορύβως,χαμπάρι,εγέννησε,πλατάγισμα,σύντροφός,μεσημέρι,γραίαν,μακαρίτισσα,ώρας,όνειρα,δεκαεννέα,γραίαι,μεγάλην,ταλλήρων,βαρκούλα,μασχάλην,κλεισθή,λείπω,ετράβηξε,εκάθισε,μαρμάρου,πνοή,ξένην,υπώρειαν,βαγγελή,φραγκούλας,απείχε,αργυρούν,μεγάλος,καλημέρα,ημερών,στιγμάς,πράμα,πλάγι,προβατίνες,λέγει,ψυχή,έντρομος,παρευρεθή,νικολάου,λοιμοκαθαρτηρίου,παπ,πρόσκλησιν,αόρατος,εδίστασεν,μεσημβρία,μπορούσες,νησάκια,λέγω,έλθη,νεύματος,σωζόμενον,θεμέλια,έγινεν,καπήλου,έπιεν,υπήρξε,απλανές,φάντασμα,γωνίαν,πελάται,βόλτες,συγγενών,εφύσα,στέφανα,άσματα,κορίτσι,περιουσίαν,μαύρον,ακτίνες,βυθόν,εστέναξεν,δεικνύων,τραβά,εραστήν,αμερικής,καλύτερ,ανακαλύψη,έψαλλε,τραπέζης,βροχήν,ζωήν,παραμονή,κραυγάς,λέμε,φάντης,κάμνη,μέλλουσα,χορό,οικοκυρά,θυσίας,σαρακοστή,έσωζε,ιατρόν,κουρασμένος,παλαιούς,χριστού,οικοδομής,χης,εσπερινόν,ακολούθως,έπταιεν,βαθμόν,οικονόμος,φιλεύση,έφτασε,γνωστήν,νόστιμη,εξετάση,τσηλότατος,νήσος,ανωφερούς,ελένη,επάτει,βάλε,πενιχρόν,ιωάσαφ,βραχύ,παιδάκι,ήναψε,στάμνες,ηλίαν,στασίδι,καμπαναχμάκης,ελαφρώς,πούλια,βάρκες,μορφασμούς,μαθιός,γυναικείαν,εμβήκε,ζήσει,μαγκούραν,αποφασίσει,σπορκαρισθή,ηλικίας,εκατοικούσαν,ελληνικού,εκόλλησε,θάψουν,λαιμός,ανήσυχον,λιμάνι,απερίγραπτον,συνοδεύων,αλέκος,χριστιανή,κρατήρα,εζητούσαν,καρδίας,καμπόσου,ενόησα,εστέναξε,βάσανά,ελαίαι,πρώραν,μελαψός,υιοί,θυρίδα,πεντήκοντα,παρόν,φαντασμάτων,σισώη,κατεβίβασε,παίζη,γαλήνην,κουπί,μέσου,κάνω,στρατόν,πλατάνους,μοίρά,τούρκον,ζωύφια,σκέπτηται,απηύθυνεν,ορίζοντα,μαρουσώ,φόβου,ντελησυφέρω,γυναίκές,μοναχή,έτυχε,ενδιαφέρον,συγκίνησιν,ογκώδη,πηδάλιον,μεσημβρίας,λαμπάδων,στραγάλια,κέλευσμα,μητρικήν,ανωρθώθη,ημπόρεσαν,έβγαζαν,τριπλούν,έβαλα,γράψας,κληρονομήσει,πιάσει,ξεφορτωθή,οικιών,αυθορμήτως,καρδαράκην,έπαιζεν,αμαυρού,παρουσίαν,επεπαύμην,ενδυμασίαν,παύλου,δανείση,φωνάξουν,σκάφης,εσύχναζον,φάρμακα,εδείκνυε,εκλογή,ήνοιγεν,ευρείαν,εστάλη,έφθανε,τέως,ναυτικοί,πλήρης,τούρκου,δραχμές,σταθάκης,πρόσφορα,δειλώς,νεκρώσιμα,μάθης,τεμάχια,αγώνα,τάφον,γερασίμου,γιαννάκην,βοηθείας,βρέφη,εννοούσα,μεγάλας,ρίζης,εμάνθανε,αδυναμία,ενοικιάσει,ούσαν,φρέαρ,φλόγα,ξένοι,ξυπόλυτοι,θαλαμίσκον,επώλει,αβύσσου,ξυπόλυτος,σύντροφοι,ήρεσκε,ελεύθερον,ακολουθήση,ντουγρού,βόμβον,γρόνθους,περισσότεροι,σκέπτεται,χρωματιστόν,στέγας,βάρβαρος,στασίδιον,υπόκωφον,οίκτου,γνωρίσει,μικρότερα,φιλήματα,άτεκνος,νάνι,προσευχή,ωκεανόν,άρρωστον,κυδώνια,εμορμύρισε,πένθος,στήθος,βεβαιωθή,κύψας,μπακλαβάδες,φορέματά,τρίτα,στολισμένην,στεφάνους,φωλεά,κανονικώς,κοιμητήριον,γραφικώς,καλής,έλειπον,τέχνη,άφρακτον,δράκος,δίπλωμα,καρφία,εσοφίσθη,κατέβα,συναδέλφους,ωνομάσθη,καλοειδή,νεκράν,πεθεράς,λάζος,ελάμβανεν,τραγουδιστής
γρούτσος,μαχώς,μαργαρίτης,δεύτε,εορτών,παρήλθε,νεύμα,γαμβροί,ορίστε,,επίστευσε,φέρων,ματαρώνα,φωτισμένον,κάθισε,υπανδρεύθη,βόμβος,γηραιός,πρωί,κόρην,φωτίση,ελαιώνα,νεύματα,εξήντα,γειτόνισσαι,ανάγκην,ψήφον,κύμα,προσκέφαλον,κληματαριάν,διαβάσης,πόδι,βλέμμα,σπιθαμάς,βιβλίον,προσωρινώς,δραγασιάς,γειτόνισσά,φραγκούλης,μίλια,παγώνας,σκεύως,καρδιά,τεσσάρων,λέξεις,τουλόγου,κατέλθη,καλόβολος,σταμάτης,,ακούσασα,εμεγάλωσεν,ιωάννου,μόνος,βατούλας,ευρίσκει,νώτα,ώκτειρε,ανατείλει,μυζήθρα,έπλεε,κακόν,καιρός,επανέλαβε,πύλης,σαρκός,άφαντος,εξηγή,μαστίχαν,αδελφής,εικονίσματα,άγνωστον,,ζεύγη,κυβερνήτης,ονόματος,τρικυμία,κάμνουν,είδαν,,έλειπαν,λευκόν,πρώτας,ιστία,νίκα,έμφοβος,άσπρα,αισθήματα,έγραψε,μακεδονία,ύπνος,ανθρώπους,εκάθητο,νέφος,,δεκεμβρίου,ηκούσθησαν,θαρρώ,ασημένια,,μεγίστη,κινδυνεύει,δασκάλα,μεθόδου,βασίλη,πράξη,ιατρός,έκλεισα,καιρούς,ναόν,σπιθαμών,κακό,πανήγυριν,,νούς,ουδόν,άτυχος,διορισθή,στοιχειό,κύπτων,διδάσκαλος,λύση,γιαλό,μοναστηρίου,ελαιώνος,γραφή,γής,λίγο,εστίας,νεωκόρου,ρόδον,πλιό,φωτιάν,αέρα,επερίμεναν,λύκος,βγενιώ,γόνυ,δρέπανον,,καή,βάρκας,έστησαν,εορτάση,ωρολόγιον,προέβη,χρήστον,εισαχθή,,επετούσαν,μαθητών,πλαντάρη,καΐκι,άμμος,διακρίνη,ανδρόγυνο,μεγαλόσωμον,παύση,σπύρος,,,επέτρεπε,τζαμίον,χαλινόν,ζαφείραινας,εφώναξεν,διώξει,προνόμιον,κώπας,τρίχα,νυμφευθή,ανακαλύψει,διάστημα,ετελείωνε,εκλογών,καημένη,σφίγγων,δημήτρην,ακίνητος,τραχήλι,χθαμαλού,πεθαμένη,εργασθή,κατερχόμενον,ακούσατε,λημέρι,βρόχια,χωρικόν,στραφείσα,έβλεπον,φλώρας,,γερόντισσα,εδέμ,,,αλλάξη,ειπών,κροτάφους,αβασταγήν,μεσημβρίαν,φανού,θαλασσινά,αλιευτικά,φήμη,έξαλλος,σταθμόν,πλειονοψηφία,δροσερόν,κρυμμένον,χρηστός,αδελφόν,επήραν,ζάχου,,κλείση,σφάξη,ευδιάθετος,πλατάνων,δευτερόλεπτα,εκαυχάτο,ράβδος,παροιμίαν,γεμίζη,εννοούσε,οργής,καταβαίνη,επιτροπή,,αρχή,εκθύμως,ξυλίνης,γιαννάκη,φιάλην,μαθητής,παλαιών,,εύκολον,,επανελάμβανεν,φορτωμένα,πουλιού,φούχταν,πιαστή,,δόλωμα,ενόμισεν,ποιμένων,ήναψεν,θυλάκιόν,ξένων,εξουσία,φλάσκας,ποδογύρι,ζάχον,περιέργεια,γηραιόν,διαβάτας,πλάσματα,επέταξε,έφαγαν,πατριώτες,μούρος,υποκάμισα,άγρια,περιβόλι,,δυστυχίας,αδιακόπως,δυστυχή,βουλιάξη,σάρκα,παχείας,εμπόριον,κορασίδα,καπόταν,ανερχόμενον,τελευταίου,ξένου,σφοδρόν,παρακαλέσει,,ρήμα,κειμένω,κρατήρας,σκοινί,ενύχτωνε,φροντίσει,καταλάβει,μοναχοί,τσούπα,σκοπούς,,σώση,παγούρι,ταφή,ωδήγησεν,τεραστία,πικράς,καλλονής,παραλίαν,εθεωρείτο,,δροσεράν,νεαρού,επώλησε,τρώς,θλιβερώς,,,σταλαγμοί,δούλες,,γεωργούτσος,γέλωτας,εζήτησεν,λέξεως,γελάση,,,καυγάδες
